

#ID = Rosetta generated unique probe identifier
#EntrezGeneID = Entrez Gene identifier for the gene represented
#ORF = Gene symbol for the gene represented
#GB_ACC = GenBank Accession
#PROBE_DERIVED_FROM_TRANSCRIPT = Actual transcript sequence from which the probe was derieved
#SPOT_ID = 
#RosettaGeneModelID = Rosetta internal gene identifier.
ID	EntrezGeneID	ORF	GB_ACC	PROBE_DERIVED_FROM_TRANSCRIPT	SPOT_ID	RosettaGeneModelID
10025912065	84662	GLIS2	NM_032575	NM_032575		HSG00296059
10025933029			XM_068038	XM_068038		HSG00381343
10023810050	4618	MYF6	NM_002469	NM_002469		HSG00277610
10025907742	3570	IL6R	NM_000565	NM_000565		HSG00205187
10023824498			AF086267	non-public		HSG00234577
10025916556			AK055853	AK055853		HSG00201335
10025904361	56344	CABP5	NM_019855	NM_019855		HSG00306962
10025933486			AI138254	non-public		HSG00349664
10023806409	3488	IGFBP5	NM_000599	NM_000599		HSG00214338
10025932760			XM_066694	XM_066694		HSG00408023
10023815518	55714	ODZ3	NM_018104	NM_018104		HSG00227956
10025931383	7117	TMSL3	NM_183049	non-public		HSG00356185
10033668873	6517	SLC2A4	NM_001042	NM_001042		HSG00298190
10025920400			XM_061914	XM_061914		HSG00368090
10023806036	3223	HOXC6	NM_004503	NM_004503		HSG00276811
10023810450	6433	SFRS8	NM_004592	NM_004592		HSG00277768
10023828510	79959	CEP76	NM_024899	NM_024899		HSG00303820
10025911615	9061	PAPSS1	NM_005443	NM_005443		HSG00228570
10025904871	10172	ZNF256	NM_005773	NM_005773		HSG00307503
10025920366			BE378852	non-public		HSG00394616
10025920009			XM_071250	XM_071250		HSG00378629
10025907049	9975	NR1D2	NM_005126	NM_005126		HSG00225880
10023820377	55321	C20orf46	NM_018354	NM_018354		HSG00312111
10025928527	392390	OR1L6	XM_373315	non-public		HSG00261360
10025930691			AK096842	AK096842		HSG00311491
10025915776			BX099932	non-public		HSG00289983
10023808212			AA699332	non-public		HSG00274618
10025935522			XM_210685	XM_210685		HSG00250800
10025915656	286411		AK054978	AK054978		HSG00252282
10025911442	4968	OGG1	NM_016821	NM_016821		HSG00220341
10023818871			AK022228	non-public		HSG00223019
10025908935	8994	LIMD1	NM_014240	NM_014240		HSG00225348
10023816107	27230		NM_014445	NM_014445		HSG00220734
10025918960			BC039377	BC039377		HSG00316147
10025916406			BC020582	non-public		HSG00316371
10023842601			AF075114	AF075114		HSG00234695
10025905414			NM_182794	NM_182794		HSG00429858
10025929880	391362		XM_065732	XM_065732		HSG00211677
10025921798			XM_210534	XM_210534		HSG00361854
10025920759			AI357503	non-public		HSG00357484
10023814809	8602	C4orf9	AF040965	AF040965		HSG00227714
10025922514			XM_174728	XM_174728		HSG00235321
10025907164	203080	C8orf5	NM_182754	NM_182754		HSG00259696
10023834985	23205	ACSBG1	NM_015162	NM_015162		HSG00290695
10023824563	89	ACTN3	NM_001104	NM_001104		HSG00271796
10023825082	5037	PEBP1	NM_002567	NM_002567		HSG00277469
10023825964	22983	MAST1	AB023190	AB023190		HSG00305670
10025928057	286467		AK097911	AK097911		HSG00252183
10025916167			BC041378	BC041378		HSG00247203
10023806778			BX100813	non-public		HSG00228054
10023806264	9582	APOBEC3B	NM_004900	NM_004900		HSG00314527
10025919113			BC042024	non-public		HSG00221476
10025929425			BI915837	non-public		HSG00297531
10023819349	11186	RASSF1	NM_007182	NM_007182		HSG00221695
10031920445	26260	FBXO25		non-public	ENSEMBLE: ENST00000344790	HSG00257819
10023836364	114799	ESCO1	AB067498	AB067498		HSG00303730
10023808040	5445	PON2	NM_000305	NM_000305		HSG00251075
10025924761	440454		XM_498677	non-public		HSG00299635
10025922580				non-public	RosettaGeneID: HSG00365105	HSG00365105
10023819482	5336	PLCG2	NM_002661	NM_002661		HSG00294575
10023806487	3301	DNAJA1	NM_001539	NM_001539		HSG00263014
10031919961	57642	COL20A1	NM_020882	NM_020882		HSG00311399
10025913966			BX098413	non-public		HSG00222894
10023835418	140710	C20orf117		non-public	ENSEMBLE: ENST00000279034	HSG00312243
10033668430	356	FASLG	NM_000639	NM_000639		HSG00203802
10023804800	1394	CRHR1	NM_004382	NM_004382		HSG00297709
10031920856	159162	RBMY2FP	BC026077	BC026077		HSG00354351
10025910848	9854	TMEM24	NM_014807	NM_014807		HSG00271440
10025911279	283518	KCNRG	NM_173605	NM_173605		HSG00284974
10025916749	143506		XM_171426	non-public		HSG00275035
10025920477			AJ296371	non-public		HSG00397036
10025903139	2947	GSTM3	NM_000849	NM_000849		HSG00205878
10023828894	126567	KIAA1957	AB075837	AB075837		HSG00308213
10025906786	84246	MED10	NM_032286	NM_032286		HSG00236682
10033668608	479559		XM_536698	XM_536698		CFG00138918
10033668917	8841	HDAC3	NM_003883	NM_003883		HSG00236619
10025927578			AA405106	non-public		HSG00239734
10025921077			BC040175	BC040175		HSG00216051
10023804737	6558	SLC12A2	NM_001046	NM_001046		HSG00236691
10025926893			AK056401	AK056401		HSG00224013
10025904307	283130		NM_182556	NM_182556		HSG00272317
10025902561	90102	PHLDB2	NM_145753	NM_145753		HSG00225298
10025910966	8484	GALR3	NM_003614	NM_003614		HSG00314654
10025905971	140707	BRI3BP	NM_080626	NM_080626		HSG00277619
10023828173			AI498940	non-public		HSG00267797
10023821626	387486	C21orf131	AK094858	non-public		HSG00316531
10031920638	389741	RP11-262H14.4	NM_203448	NM_203448		HSG00261400
10025920503			BQ717404	non-public		HSG00362773
10025922058			AI076181	non-public		HSG00284238
10025912370	25879	WDSOF1	NM_015420	NM_015420		HSG00258073
10025902355	3460	IFNGR2	NM_005534	NM_005534		HSG00315791
10025927259	25782	RAB3GAP2	NM_012414	non-public		HSG00204556
10025930611			AF086502	AF086502		HSG00275809
10023825703	11273	ATXN2L	NM_007245	NM_007245		HSG00294715
10031920682				non-public	ENSEMBLE: ENST00000355000	HSG00349979
10023836232	84726	KIAA0515	NM_032640	NM_032640		HSG00352888
10025912909	80863	PRRT1	NM_030651	NM_030651		HSG00242399
10025933117			XM_070239	XM_070239		HSG00363247
10025931452				non-public	RosettaGeneID: HSG00369097	HSG00369097
10025925676			BM469422	non-public		HSG00284105
10025910301	11261		NM_007236	NM_007236		HSG00290301
10025930353			BG572427	non-public		HSG00207044
10025934418			AW013808	non-public		HSG00243815
10023845549			AK021481	AK021481		HSG00284654
10033668466	608	TNFRSF17	NM_001192	NM_001192		HSG00296860
10025909939	84186	ZCCHC7	NM_032226	NM_032226		HSG00261798
10023818360	253842		BC027988	non-public		HSG00265121
10025907882	283375	SLC39A5	NM_173596	NM_173596		HSG00276856
10025906240	3142	HLX1	NM_021958	NM_021958		HSG00200266
10025922676	441204		XM_166493	XM_166493		HSG00246636
10025904565	54566	EPB41L4B	NM_019114	NM_019114		HSG00260715
10031920761				non-public	ENSEMBLE: ENST00000313410	HSG00239329
10025906631	3479	IGF1	NM_000618	NM_000618		HSG00276778
10023820296	3176	HNMT	NM_006895	NM_006895		HSG00216305
10025930117			BG533339	non-public		HSG00206173
10023829368	140766	ADAMTS14	NM_080722	NM_080722		HSG00269661
10023811504	22903	BTBD3	NM_014962	NM_014962		HSG00311386
10025917740	442191	OR5U1	NM_030946	non-public		HSG00245051
10023818302	332	BIRC5	NM_001168	NM_001168		HSG00301928
10025908589	170692	ADAMTS18	NM_139054	NM_139054		HSG00294736
10023827610	64834	ELOVL1	NM_016031	NM_016031		HSG00205645
10023818566	53347	UBASH3A	NM_018961	NM_018961		HSG00315778
10025921772	150223		NM_001017964	non-public		HSG00315397
10025918146	164395	TTLL9	AK093491	AK093491		HSG00311272
10023823162	26762	HAVCR1	NM_012206	NM_012206		HSG00237071
10023828947			AK023878	AK023878		HSG00246243
10023819933	6045	RNF2	NM_007212	NM_007212		HSG00206661
10025914191			Z39032	non-public		HSG00429306
10023820513			AF086517	non-public		HSG00203896
10023815139			AI082842	non-public		HSG00269280
10025930039	54625	PARP14	AK022542	AK022542		HSG00220200
10025902426	7326	UBE2G1	NM_182682	NM_182682		HSG00297669
10025924183			AK124190	non-public		HSG00247215
10025904933	51384	WNT16	NM_016087	NM_016087		HSG00249498
10025930704			XM_102202	XM_102202		HSG00362928
10025910068	30815	ST6GALNAC6	NM_013443	NM_013443		HSG00261984
10025906275	27148	STK36	NM_015690	NM_015690		HSG00211301
10025920945			T60830	non-public		HSG00428543
10023825441			AI095764	non-public		HSG00211329
10025931504			BC039548	BC039548		HSG00262579
10023847474	79026	AHNAK	NM_024060	NM_024060		HSG00274701
10031920210	140851	C20orf127	NM_080757	NM_080757		HSG00311460
10025926190	388819		XM_371411	non-public		HSG00357654
10023827258	54454		AB033066	AB033066		HSG00356711
10025911840	2118	ETV4	NM_001986	NM_001986		HSG00298164
10026391510	5132	PDC	NM_002597	NM_002597		HSG00206628
10025933444				non-public	RosettaGeneID: HSG00363637	HSG00363637
10025914636			AF086128	AF086128		HSG00218970
10025929642				non-public	RosettaGeneID: HSG00358479	HSG00358479
10023823603	340533	RP11-130N24.1	NM_001008537	non-public		HSG00255302
10025907912	167	CRISP1	NM_170609	NM_170609		HSG00242449
10025934713				non-public	RosettaGeneID: HSG00390670	HSG00390670
10023823077	4104	MAGEA5	NM_021049	NM_021049		HSG00254749
10025935106	390121		XM_062299	XM_062299		HSG00276380
10023813626			AI248671	non-public		HSG00353502
10033668816	2244	FGB	J00129	J00129		HSG00229071
10025932093	442464		XM_498386	non-public		HSG00252028
10025918361			D59655	non-public		HSG00212903
10023844366	84275		NM_032315	NM_032315		HSG00205744
10025922283	389992		XM_171408	XM_171408		HSG00265514
10025906620	202559	KHDRBS2	NM_152688	NM_152688		HSG00244637
10023810883			AA885529	non-public		HSG00306141
10025934248				non-public	ENSEMBLE: ENST00000315756	HSG00379348
10025917170			AI025105	non-public		HSG00265031
10023819714	10911	UTS2	NM_006786	NM_006786		HSG00208068
10025918929			DN990784	non-public		HSG00281389
10025925005			AK024242	AK024242		HSG00259143
10023841787	85370		AB051442	AB051442		HSG00314872
10023820019	9066	SYT7	AL137559	AL137559		HSG00270945
10023844802	65094	JMJD4	NM_023007	NM_023007		HSG00209803
10025921141			BC007549	BC007549		HSG00201961
10025904682	27121	DKK4	NM_014420	NM_014420		HSG00258865
10025924001				non-public	RosettaGeneID: HSG00364878	HSG00364878
10023824466			CR590149	non-public		HSG00204222
10025916529	388630		XM_371250	non-public		HSG00209603
10033668568	10998	SLC27A5	NM_012254	NM_012254		HSG00307483
10025928369			AL133627	AL133627		HSG00223436
10025931408			BG184841	non-public		HSG00415079
10031920670	57514			non-public	ENSEMBLE: ENST00000264245	HSG00220212
10025911912	5523	PPP2R3A	NM_181897	NM_181897		HSG00224850
10025916263				non-public	ENSEMBLE: ENST00000311081	HSG00286532
10023815032	9450	LY86	NM_004271	NM_004271		HSG00243989
10025914056			AK022947	AK022947		HSG00312103
10025926311			AI243596	non-public		HSG00213013
10025926762			AK093634	non-public		HSG00233145
10025918191			XM_209649	XM_209649		HSG00231146
10023833946	64710	NUCKS1	NM_022731	NM_022731		HSG00204358
10025920548			BM716646	non-public		HSG00301597
10023813086	23035	PHLPPL	AB023148	AB023148		HSG00351076
10025933625			AF088050	AF088050		HSG00201593
10025917081			BX538248	non-public		HSG00357707
10025909303	66036	MTMR9	NM_182753	NM_182753		HSG00258917
10031920752	284912		NM_203375	NM_203375		HSG00314690
10025913839			AK026725	AK026725		HSG00274028
10023809515	93444		AK000175	AK000175		HSG00291917
10025905306	65983	GRAMD3	NM_023927	NM_023927		HSG00237971
10025908331	3420	IDH3B	NM_174855	NM_174855		HSG00312355
10023826826			AK123928	non-public		HSG00411081
10025922324			XM_171398	XM_171398		HSG00362258
10025908915			NM_017960	NM_017960		HSG00261647
10025903773	84936	ZFYVE19	NM_032850	NM_032850		HSG00291323
10025922338			XM_060249	XM_060249		HSG00363237
10023845512			AK023803	AK023803		HSG00392862
10023843563				non-public	ENSEMBLE: ENST00000236678	HSG00275488
10025910437	2335	FN1	NM_054034	NM_054034		HSG00214283
10031920189	3122	HLA-DRA	NM_019111	non-public		HSG00243449
10023838296	64283		NM_022448	NM_022448		HSG00237766
10025919404			XM_174137	XM_174137		HSG00366914
10023847782	402247			non-public	ENSEMBLE: ENST00000285338	HSG00246338
10025912801	9534	ZNF254	NM_004876	NM_004876		HSG00306235
10031920104				non-public	ENSEMBLE: ENST00000309900	HSG00294968
10025920016			AA482772	non-public		HSG00382566
10025902213	284034		NM_182567	NM_182567		HSG00302847
10023808281			AI492941	non-public		HSG00288341
10023815248			AI174651	non-public		HSG00272520
10025906414	27133	KCNH5	NM_139318	NM_139318		HSG00287697
10025908261	2188	FANCF	NM_022725	NM_022725		HSG00271444
10026395490	57410	SCYL1	NM_020680	NM_020680		HSG00272078
10025925148				non-public	RosettaGeneID: HSG00384658	HSG00384658
10031919778	343170	OR5AY1	NM_001004732	NM_001004732		HSG00205440
10025914263	401260		XM_376499	non-public		HSG00238674
10025918547			AA992078	non-public		HSG00429498
10023833196	4862	NPAS2	NM_032235	NM_032235		HSG00213121
10023827569	6947	TCN1	NM_001062	NM_001062		HSG00273734
10020134015			BF671361	non-public		HSG00252530
10025924630			AL355688	AL355688		HSG00316240
10025904209	6001	RGS10	NM_002925	NM_002925		HSG00269168
10033668776	4502	MT2A	NM_005953	NM_005953		HSG00294891
10023809794	79856	SNX22	NM_024798	non-public		HSG00291357
10025903786	7001	PRDX2	NM_181738	NM_181738		HSG00307377
10025925793			BX103894	non-public		HSG00229003
10025909285	65992	C20orf116	NM_023935	NM_023935		HSG00312344
10025930919	340895	C10orf112	XM_295865	non-public		HSG00358151
10025933828	442363		XM_498255	non-public		HSG00251013
10023826637	8714	ABCC3	NM_003786	NM_003786		HSG00301631
10025910713	2550	GABBR1	NM_021905	NM_021905		HSG00243450
10025919625	442194	OR10C1	XM_498078	non-public		HSG00245054
10033668457	6188	RPS3	NM_001005	NM_001005		HSG00274758
10025932730			AF147368	non-public		HSG00275846
10025905629	5099	PCDH7	NM_002589	NM_002589		HSG00227345
10025909968	23418	CRB1	NM_012076	NM_012076		HSG00204547
10023811791	441515		XM_497146	non-public		HSG00415328
10025918746			AF086115	AF086115		HSG00234596
10025921900			BC040914	BC040914		HSG00228443
10023820597			AI221296	non-public		HSG00267102
10025935787				non-public	RosettaGeneID: HSG00362302	HSG00362302
10025931523	440850		XM_173072	XM_173072		HSG00214743
10025918912			BF842873	non-public		HSG00417076
10025912847	10800	CYSLTR1	NM_006639	NM_006639		HSG00254876
10025909049	2151	F2RL2	NM_004101	NM_004101		HSG00237605
10025933396			AA884024	non-public		HSG00235407
10025933153			AK092342	AK092342		HSG00297988
10025927554			AV692228	non-public		HSG00231402
10023819539			AA156902	non-public		HSG00227119
10023838552	119358			non-public	ENSEMBLE: ENST00000277860	HSG00265894
10025928260			BC033323	BC033323		HSG00279005
10025934101			XM_173621	XM_173621		HSG00369551
10025931342			AK092053	AK092053		HSG00284683
10023823969	374969	CCDC23	NM_199342	non-public		HSG00200009
10025932516	339760		XM_295058	non-public		HSG00211107
10025904970	8287	USP9Y	NM_004654	NM_004654		HSG00312957
10025933085			BG996191	non-public		HSG00218724
10023809970	6327	SCN2B	NM_004588	non-public		HSG00272850
10023829853	84830	C6orf105	NM_032744	NM_032744		HSG00242909
10023813641	132946	ARL9	NM_206919	non-public		HSG00229814
10025916942			BC032918	BC032918		HSG00222063
10025909351	83743	GRWD1	NM_031485	NM_031485		HSG00307163
10025914532			BC017982	BC017982		HSG00280227
10031920828				non-public	RosettaGeneID: HSG00318207	HSG00318207
10023819828	55908		NM_018687	NM_018687		HSG00306988
10025924678				non-public	RosettaGeneID: HSG00380746	HSG00380746
10025909944	79837	PIP5K2C	NM_024779	NM_024779		HSG00278242
10025910647	84954		NM_032868	NM_032868		HSG00306514
10025903485	607	BCL9	NM_004326	NM_004326		HSG00201363
10025911684	4836	NMT1	NM_021079	NM_021079		HSG00301658
10025910156	146723	C17orf77	NM_152460	NM_152460		HSG00297708
10025914523			AK126778	non-public		HSG00311860
10023835452	85016	C11orf70	NM_032930	NM_032930		HSG00274188
10025927889	84629		BC036932	BC036932		HSG00249780
10025913736			AL117591	AL117591		HSG00255736
10023841755	4587	MUC5B	U95031	U95031		HSG00275464
10025934097	9915	ARNT2	BC041477	BC041477		HSG00289825
10023823033	5649	RELN	NM_005045	NM_005045		HSG00247951
10023826388	23514	KIAA0146	NM_018613	non-public		HSG00258536
10025928998	5343	PLGLB1	NM_001032392	non-public		HSG00355416
10025903354	81688	C6orf62	NM_030939	NM_030939		HSG00244621
10025918936			BI058198	non-public		HSG00302068
10023827493	6620	SNCB	NM_003085	NM_003085		HSG00237478
10025902203	135886		NM_182504	NM_182504		HSG00251820
10023842059			AF087999	AF087999		HSG00273872
10025931232	283404		BC039104	BC039104		HSG00279594
10025905639	1947	EFNB1	NM_004429	NM_004429		HSG00253989
10023842764	79154		NM_024308	NM_024308		HSG00302234
10023813273	1457	CSNK2A1	NM_001895	NM_001895		HSG00311846
10023810729			BC030083	non-public		HSG00246549
10025914272			AF147302	AF147302		HSG00291015
10023829311	339287		AK055378	AK055378		HSG00298601
10023812076	23255	KIAA0802	AB018345	AB018345		HSG00304228
10026395908	859	CAV3	NM_001234	NM_001234		HSG00226780
10025931910			BQ430398	non-public		HSG00209399
10023819337	9641	IKBKE	NM_014002	NM_014002		HSG00208946
10025916117			AY358369	non-public		HSG00308921
10023851244	388762	OR2M1P	AF308814	AF308814		HSG00205568
10025931757			T77784	non-public		HSG00283493
10023812629	28976	ACAD9	NM_014049	NM_014049		HSG00220754
10023822124	9843	HEPH	NM_014799	NM_014799		HSG00253729
10023808109	3400	ID4	NM_001546	NM_001546		HSG00244636
10025911396	84851	TRIM52	NM_032765	NM_032765		HSG00232626
10023829455	6387	CXCL12	AJ227905	AJ227905		HSG00268440
10025935230	441500		XM_497124	non-public		HSG00254346
10031920082	2970	GTF2IP1	AK093663	AK093663		HSG00357227
10025920591			AW628725	non-public		HSG00222300
10025913375	84135	UTP15	NM_032175	NM_032175		HSG00238232
10023838923	84173	RBED1	NM_032213	NM_032213		HSG00213613
10025927178			BG183462	non-public		HSG00357802
10025925904	389787		XM_497072	non-public		HSG00263901
10023818332	4053	LTBP2	NM_000428	NM_000428		HSG00287176
10023838859			AK024147	AK024147		HSG00273958
10025906330	56163	RNF17	NM_031277	NM_031277		HSG00284993
10023839207				non-public	ENSEMBLE: ENST00000290053	HSG00350436
10023818538	8928	FOXH1	NM_003923	NM_003923		HSG00258255
10025924155			XM_070244	XM_070244		HSG00362597
10025916423	221692	PHACTR1	XM_166420	non-public		HSG00245031
10025923362			XM_170418	XM_170418		HSG00361514
10025903645	553	AVPR1B	NM_000707	NM_000707		HSG00318009
10023845137				non-public	ENSEMBLE: ENST00000296973	HSG00370124
10023845600	113763	C7orf29	NM_138434	NM_138434		HSG00249971
10031919883	154790	CLEC2L	XM_498242	non-public		HSG00250826
10025921560			BE463527	non-public		HSG00220494
10025935679	138948		AF129263	AF129263		HSG00388881
10025908065	4163	MCC	NM_002387	NM_002387		HSG00237345
10023833013	64838	FNDC4	NM_022823	NM_022823		HSG00216322
10023809224	4751	NEK2	NM_002497	NM_002497		HSG00202503
10025918013			XM_060704	XM_060704		HSG00209957
10033669026	2952	GSTT1	NM_000853	NM_000853		HSG00314671
10033668537	6228	RPS23	NM_001025	NM_001025		HSG00237691
10025907250	56999	ADAMTS9	NM_182921	NM_182921		HSG00224832
10031919707	56120	PCDHGB8P	AF152529	AF152529		HSG00232297
10023835388	79137	C2orf17	NM_024293	NM_024293		HSG00213620
10025922561			XM_097883	XM_097883		HSG00383845
10025929516				non-public	RosettaGeneID: HSG00362000	HSG00362000
10023811827	9308	CD83	NM_004233	NM_004233		HSG00244593
10025904574	90199	WFDC8	NM_181510	NM_181510		HSG00312334
10025935620			BM722846	non-public		HSG00299348
10025934909			CV421989	non-public		HSG00252366
10023821924	808	CALM3	NM_005184	NM_005184		HSG00307507
10023815322	1392	CRH	NM_000756	NM_000756		HSG00258603
10025929935			AI290378	non-public		HSG00236375
10025910809	7410	VAV2	NM_003371	NM_003371		HSG00260958
10023811637	794	CALB2	NM_007088	NM_007088		HSG00296573
10023826302	373156	GSTK1	NM_015917	NM_015917		HSG00251770
10025915387	203604		XM_115925	XM_115925		HSG00252688
10025903686	10629	TAF6L	NM_006473	NM_006473		HSG00272962
10025930623			BC012990	BC012990		HSG00296812
10023818964			AF035318	AF035318		HSG00265750
10025907528	138307	LCN8	NM_178469	NM_178469		HSG00261205
10025904022	4353	MPO	NM_000250	NM_000250		HSG00302432
10025908817	10840	ALDH1L1	NM_144776	NM_144776		HSG00219662
10023816265	4953	ODC1	NM_002539	NM_002539		HSG00215070
10025929211			AI743761	non-public		HSG00310723
10023810639			BX093900	non-public		HSG00242018
10023817444	8618	CADPS	NM_183393	non-public		HSG00225288
10023807949	8321	FZD1	NM_003505	NM_003505		HSG00248495
10025907149	11083	DIDO1	NM_022105	NM_022105		HSG00311823
